epsilon13,c13,Lambda_TeV
0.08140714459425039,1.0012288128050346,14.815185686077509
0.07971356725137885,1.0000541615389165,14.806492476471206
0.08172366708875993,1.001448503175918,14.816810976458653
0.08015616735488267,1.0003610122353301,14.808763870481593
0.08051751103772165,1.0006115983911397,14.810618520355472
0.07925341446078189,0.9997352415175187,14.80413137263768
0.08040972926621863,1.0005368468607552,14.810065290171101
0.08029822556422016,1.0004595198802977,14.809492977536692
0.08084954226667045,1.0008419121605174,14.812322924502471
0.07778344982265842,0.9987171282028342,14.79659131506496
0.08073495670237466,1.0007624237878154,14.811734704320191
0.07889100838479024,0.9994841388151705,14.80227208495333
0.07947532796715749,0.9998890313415537,14.805269992701035
0.08040099637188855,1.0005307904483711,14.810020466235404
0.08171252304832641,1.0014407675566832,14.816753750635774
0.07887265113160384,0.9994714211817544,14.802177911138248
0.07915884172373859,0.9996697081951167,14.803646154265316
0.07868557553612328,0.9993418272039648,14.801218236223658
0.07986451252207385,1.0001587999684147,14.807267078314387
0.07787934123905359,0.9987835120054191,14.797083064754244
0.07988018845364059,1.0001696674807017,14.807347524399445
0.081397297143458,1.0012219787080583,14.815135123914706
0.08149070325946654,1.0012868041085445,14.815614728609297
0.08083715246856557,1.0008333170134982,14.812259320867856
0.07787492518066334,0.9987804547553194,14.797060417995587
0.0785304449647804,0.9992343754351911,14.800422482563643
0.07996724461954205,1.000230022275815,14.807794289070015
0.08060673753694624,1.000673485226834,14.811076524312444
0.08019705687156437,1.000389365322301,14.808973730317067
0.0815168748907452,1.001304968409379,14.815749112714524
0.0802204392503209,1.0004055791942144,14.80909373850521
0.079584236650757,0.9999645155606397,14.805828826290348
0.079219405099479,0.9997116745436802,14.803956881123128
0.07989009405296447,1.0001765347074634,14.807398358393892
0.0782593084689995,0.9990465994727834,14.799031770724014
0.07952256793433983,0.9999217724940697,14.805512388416735
0.0811660804495561,1.0010615285232707,14.813947981372255
0.07947204871633319,0.9998867585929055,14.80525316649561
0.08051256276661022,1.0006081664191466,14.810593121053872
0.08121580517633076,1.001096032259278,14.814203276442306
0.0789450840239193,0.9995216025583772,14.802549499722753
0.07832121052365033,0.9990894667193063,14.799349266894128
0.08111737324377741,1.0010277319928793,14.813697914690723
0.0791531395508491,0.9996657570633238,14.803616898995159
0.08064412129962198,1.00069941546414,14.811268421193274
0.07761983346849276,0.9986038699014621,14.79575229655543
0.07939706769119101,0.9998347929426297,14.804868435625737
0.08022801730369611,1.000410834044735,14.809132632466502
0.0781846647028593,0.9989949110220064,14.7986489312649
0.07802828937848388,0.9988866347177223,14.797846931966939
0.07880409348413502,0.9994239268885426,14.801826211572385
0.08066013099032884,1.0007105203591946,14.811350602277122
0.08097022179452065,1.0009256347614277,14.812942453047372
0.0813104063894334,1.0011616788453472,14.814688987051845
0.08079347006230704,1.000803013904073,14.812035077277503
0.07971754030823217,1.000056915605021,14.806512864382457
0.08159191218653092,1.0013570495276702,14.816134415281219
0.07998176950721038,1.000240092527281,14.807868830842159
0.07840424940368598,0.9991469741312492,14.799775184720602
0.07936513017305073,0.9998126594442215,14.804704565880563
0.07918654376528904,0.9996889036292755,14.80378828173434
0.08141891558954029,1.0012369818964812,14.815246124989304
0.08030262812967853,1.0004625729130734,14.809515574069616
0.07795637115580273,0.9988368415467057,14.797478100870345
0.07748199004623718,0.9985084620742857,14.79504547759576
0.08030291133067381,1.0004627693038672,14.80951702762343
0.07755262245702656,0.9985573489036946,14.795407654802611
0.0787688141214227,0.9993994874837372,14.801645232298004
0.08090714238384476,1.0008818719306805,14.81261862110776
0.08158613187471443,1.0013530374917052,14.816104734098216
0.08127795115899265,1.0011391567137862,14.814522350504538
0.07991327826981397,1.0001926077480792,14.807517336869592
0.07995719050900849,1.000223051718714,14.807742691560863
0.0802281762535823,1.0004109442656703,14.809133448269545
0.07771552914062205,0.9986701106767163,14.79624301458669
0.08177279777487,1.0014826078816663,14.817063270348308
0.08039173330115695,1.0005243663896026,14.809972921174595
0.07844122832736442,0.9991725844315354,14.799964858646298
0.07787837754433606,0.998782844835958,14.797078122660453
0.08176407768964764,1.0014765546361435,14.817018491009792
0.08048523507298727,1.000589212964913,14.810452849748062
0.07944585786707141,0.9998686067001469,14.80511877898366
0.08097172506716642,1.0009266777156687,14.81295017051238
0.07793737444342495,0.9988236894315812,14.797380678164203
0.08044868858043186,1.000563866261682,14.810265261012534
0.078990707460231,0.9995532116856971,14.802783557681803
0.08088518417355822,1.0008666383527298,14.812505895497798
0.07969576713100698,1.0000418228435346,14.806401134736486
0.08143477518277208,1.001247988587495,14.81532755745294
0.08037519396348208,1.0005128962486343,14.809888029207084
0.08066465515317765,1.0007136585029666,14.811373825831918
0.08078683389166595,1.0007984103779533,14.812001010798971
0.07762764002684053,0.9986092734553993,14.795792327212146
0.0780085729411915,0.9988729836337706,14.797745815717143
0.08112057872686203,1.001029956150401,14.813714371766928
0.07910751044375887,0.9996341404477066,14.803382798765812
0.08067290845285313,1.000719383353405,14.811416191986286
0.07762978349751885,0.9986107571308998,14.795803318571336
0.07861787127601425,0.999294930174785,14.800870936987113
0.08098530740302112,1.0009361010420907,14.813019899364303
0.07900144167055922,0.9995606487767108,14.802838627008033
0.08061895104432246,1.0006819567224583,14.81113921794142
0.07869935325214798,0.9993513709490127,14.801288912098592
0.07826579576843183,0.9990510918490831,14.799065043819024
0.07923250352354273,0.9997207511028474,14.804024084842448
0.07876719670429394,0.9993983670494822,14.801636935177982
0.08098001892521703,1.0009324319238768,14.812992749393958
0.07822094916888953,0.9990200365348259,14.798835028962417
