signal,rank,freq,amp,phase
info_potential,1,38.55377246559633,150.2560468562421,-0.6367718370926172
info_potential,2,77.10754493119266,110.90764207175602,-0.6520714486294644
info_potential,3,115.661317396789,92.8429524069669,-0.6495131115341757
dc_dt,1,110379.45056900229,15.052869100644736,2.338010259506281
dc_dt,2,112885.44577926605,14.332519499692323,2.7867186363074854
dc_dt,3,104789.15356149084,14.26582255613101,-3.13931299715672
kappa,1,38.55377246559633,66.91403121507557,2.19859251621117
kappa,2,77.10754493119266,43.03364163644517,2.1139596557772573
kappa,3,115.661317396789,32.75506846748152,2.068447821593182
